@id,@lon,@lat,name,name:mk,name:en,int_name,addr:city,addr:housenumber,addr:postcode,addr:street,phone,contact:phone,opening_hours,fee,operator,website,historic,memorial,wikipedia
2330629820,21.2484409,41.3653856,Наум Наумоски-Борче,Наум Наумоски-Борче,Naum Naumoski-Borche,,,,,,,,,,,,monument,bust,
2350137461,21.9751675,41.5516379,Римски театар,,Roman theater,,,,,,,,,,,,ruins,,en:Stobi
2359124380,20.9514110,41.5126479,99.4-053,,,,,,,,,,,,,,locomotive,,
2360747213,22.5001795,41.1458586,Два Коња,,,,,,,,,,,,,,monument,,
2373710718,21.9862589,42.0836218,Цоцев Камен,,Cocev Kamen,Cocev Kamen,,,,,,,,,,,archaeological_site,,
2535153634,22.0181317,41.4184594,Спомен куќа на Страшо Пинџур,,Memorial house - Strasho Pindjur,,,,,,,,,,,,,,
2545342051,20.9119981,40.9765203,Преспанско Советување,,,,,,,,,,,,,,monument,,
2578029313,22.3348959,42.2020133,City Museum,,,,Kriva Palanka,,1330,Sveti Joakim Osogovski,,,,,,,,,
2598104053,21.5564074,41.3475544,Карпалак,,,,,,,,,,,,,,monument,,
2616082758,21.7853235,42.1491368,Zebrnjak,Зебрњак,,,,,,,,,,,,,memorial,,en:Zebrnjak
2759245083,20.7995376,41.1126936,Свети Климент Охридски,,Monument St. Clement Ohridski,Saint Klement of Ohrid,,,,,,,,,,,monument,,mk:Свети Климент Охридски
2759253188,20.7999940,41.1120476,Свети Кирил и Методиј,Saints Cyril and Methodius,Monuments of Saints Cyril and Methodius,Saints Cyril and Methodius,,,,,,,,,,,monument,,mk:Св. Кирил и Методиј
2759263738,20.7990226,41.1122955,Свети Наум Охридски Чудотворец,,Monument to St. Naum of Ohrid,Saint Naum,,,,,,,,,,,monument,,mk:Свети Наум Охридски Чудотворец
2795154377,20.7977703,41.1124606,Долна Порта,,Lower Gate,,,,,,,,,,,,city_gate,,
2829462221,21.9627449,42.0853984,Мачка камен,,Macka kamen,,,,,,,,,,,,archaeological_site,,
2851570672,21.0770931,41.4182291,Христо Узунов,,,,,,,,,,,,,,monument,,mk:Христо Узунов
3011061690,20.8135106,41.0596796,Sv. Nikola,,,,,,,,,,,,,,wayside_shrine,,
3039854149,20.9636151,41.9062629,Споменик на жртви од НОВ,,,,,,,,,,,,,,monument,,
3409068903,21.5524989,41.3460556,Александар Македонски,,,,,,,,,,,,,,monument,,
3409068904,21.5528281,41.3462544,Методија Андонов-Ченто,,,,,,,,,,,,,,monument,,
3409074126,21.5532430,41.3462194,Св. Никола,,,,,,,,,,,,,,monument,,
3418320912,21.7360635,41.8229140,Масакр кај Пуста Кула,,,,,,,,,,,,,,memorial,,
3456913802,21.5479723,41.3434323,Карпалак 2001,,,,,,,,,,,,,,monument,,
3457966074,21.5546460,41.3341123,Крипта,,Cript,,,,,,,,,,,,monument,,
3642663981,21.5548417,41.3454560,Итар Пејо,,Sly Peter,,,,,,,,,,,,monument,,
3694881124,22.8187714,41.9751620,Dedo Jakim - Mill,Воденицата на Дедо Јаким,,,,,,,,,,,,,monument,,
3694922580,22.8193451,41.9769054,Ilin Kamen,Илин Камен,,,,,,,,,,,,,monument,,
3695208787,22.7768724,41.9668611,Гоце Делчев (Биста),,Goce Delchev,,,,,,,,,,,,monument,,
3695208788,22.7742882,41.9643843,Гоце Делчев,,Goce Delchev,,,,,,,,,,,,monument,,
3695770497,22.7716387,41.9653801,Споменик на паднати борци во НОБ,,,,,,,,,,,,,,monument,,
3695988841,22.7729986,41.9664768,Музеј на град Делчево,,City Museum,,,,,,,,,,,,,,
3696656682,22.7954411,41.9425359,Кула,,Kula,,,,,,,,,,,,monument,,
3713662739,21.4261530,41.9952169,Josip Broz Tito,,,,,,,,,,,,,,memorial,statue,
3951819342,21.4313461,41.9682709,Маркови Кули,Маркови Кули,Markovi Kuli,Markovi Kuli,,,,,,,,,,,ruins,,mk:Маркови Кули (Водно)
4078676807,22.5093733,41.1393670,Леонид Јанков,,,,,,,,,,,,,,monument,,
4128156209,21.4339766,41.9977079,Св. Кирил и Методиј,,Saints Cyril and Methodius,Sv. Kiril i Metodi,,,,,,,,,,,memorial,statue,
4128156210,21.4341509,41.9975624,Св. Климент Охридски и Наум Охридски Чудотворец,,Saints Clement of Ohrid and Naum,,,,,,,,,,,,memorial,statue,mk:Свети Климент Охридски;mk:Свети Наум Охридски Чудотворец
4149143991,21.4313414,41.9953917,Цар Самоил,,Tsar Samuel,,,,1000,,,,,,,,memorial,statue,mk:Споменик на Цар Самоил (Скопје)
4161113452,21.4321474,41.9964949,Даме Груев,Даме Груев,Dame Gruev,,,,,,,,,,,,memorial,statue,
4161113453,21.4323054,41.9968799,Јустинијан I,,Justinian I,Justinian I.,,,,,,,,,,,memorial,statue,mk:Споменик на Јустинијан I
4161249330,21.4344182,41.9979046,Олимпија,,Olympias,,,,,,,,,,,,memorial,statue,
4183631289,21.4337226,41.9933030,Прометеј,,Prometheus,,,,,,,,,,,,monument,,
4242928035,21.4391060,41.9834333,Тодор Александров,,,,,,,,,,,,,,monument,,
4266031693,21.4369668,41.9867490,Стара Рампа,,,,,,,,,,,,,,monument,,
4271160712,21.4317487,41.9936684,Бегова кула,,Bey's Tower,,,,,,,,,,,,monument,,
4278022934,22.7549207,41.4166941,Гоце Делчев,,,,,,,,,,,,,,monument,,
4306447780,21.6749495,41.3661079,Борка Талески-Модерното / Лазо Филиповски-Лавски,,Borka Taleski / Lazo Filipovski,,,,,,,,,,,,memorial,war_memorial,
4351691820,20.7412554,40.9142149,Свети Наум,Свети Наум,,,,,,,,,,,,,memorial,statue,
4357166289,22.1903758,41.7364050,Споменик на загинатите евреи,,,,,,,,,,,,,,monument,,
4365876494,21.4375046,42.0008530,Мустафа-пашина џамија,,Murat Pasha Mosque,Murat Paşa Camii,,,,,,,,,,,monument,,
4378846992,21.4333848,41.9130467,Vila Varvarka,Vila Varvarka,Vila Varvarka,,,,,Varvara,+38975225868,,,,,,castle,,
4380846206,21.4108745,41.9949279,Споменик на Јуриј Гагарин,,Yuri Gagarin Monument,,,,,,,,,,,,monument,,
4386764089,21.4332009,41.9930188,Никола Карев,,,,,,,,,,,,,,monument,,
4477202789,21.4283664,42.0016804,Вера Јоциќ,Вера Јоциќ,Vera Jocik,,,,,,,,,,,,monument,,
4575831104,21.5532375,41.3455416,Марко Мрњавчевиќ,Марко Мрњавчевиќ,Marko Mrnjavchevikj,,,,,,,,,,,,monument,,
4575841428,21.5505634,41.3450704,Круме Кепески,,,,,,,,,,,,,,monument,,
4575841429,21.5506707,41.3451329,Блаже Конески,,,,,,,,,,,,,,monument,,
4575841430,21.5505581,41.3451792,Марко Цепенков,,,,,,,,,,,,,,monument,,
4585716598,20.9663459,41.5130946,Китино Кале,Китино Кале,Kita Castle,,,,,,,,,,,,castle,,
4745413067,20.7836677,41.2788101,Ботун,,,,,,,,,,,,,,memorial,,
4751492691,22.5006786,41.1582630,Споменик на слободата,,Monument of freedom,,,,,,,,,,,,monument,,
4907386415,21.5025867,41.3738524,Борецот,,,,,,,,,,,,,,monument,,
4972835907,20.6783749,41.1736526,Сергеј Есенин,,,,,,,,,,,,,,monument,,
5055432425,22.1823517,42.0769461,Емин-бегова кула,,Emin Bey Tower,Emin-beg Kula,,,,,,,,,,,monument,,
5055432426,22.1826261,42.0768838,Крстева кула,Крстева кула,Krste's Tower,Ksteva Kula,,,,,,,,,,,monument,,
5055444424,22.6878453,41.1949939,Споменик „Солунски фронт“ од I светска војна,,World War I Salonica Front memorial,,,,,,,,,,,,monument,,
5055444426,22.1822635,42.0768628,Хаџикостова кула,,Hadji Kostov Tower,Hadži Kostova Kula,,,,,,,,,,,monument,,
5055455123,22.1818109,42.0792053,Саат-кула,,Clock Tower,Saat Kula,,,,,,,,,,,monument,,
5055455125,22.1809805,42.0788289,Златковичева кула,,Zlatkovich Tower,Zlatkovičeva Kula,,,,,,,,,,,monument,,
5055455126,22.1794714,42.0786957,Симиќева кула,,Simikj Tower,Simiḱeva Kula,,,,,,,,,,,monument,,
5098505521,22.6796979,41.4409796,Струмица-Кристал-64,,,,,,,,,,,,,,monument,,
5115436809,20.7958058,41.1142035,Григор Прличев,,Grigor Prlicev grave,,,,,,,,,,,,tomb,,
5297308190,20.9724068,40.8878546,Monument Kulture,,,,,,,,,,,,,,monument,,
5327471601,21.3415263,41.0067740,Св. Троица,,St. Trinity,,,,,,,,,,,,yes,,mk:Св._Троица_(Битола)
5541143272,22.5039935,41.8845661,Теракота,,,,,,,,,,,,,,memorial,yes,
5551392390,20.6778868,41.1745272,Никола Кукунешоски - Дунѓерски,,Nikola Kukuneshoski - Dungjerski,,,,,,,,,,,,memorial,bust,
5551392391,20.6779485,41.1747311,Крсте Јовановски,,,,,,,,,,,,,,memorial,bust,
5551392392,20.6779833,41.1749451,Димче Кошаркоски,,,,,,,,,,,,,,memorial,bust,
5551410938,20.6782194,41.1756537,Боро Шаин,,,,,,,,,,,,,,memorial,bust,
5551410939,20.6781791,41.1755185,Јово Стефановски - Риле,,,,,,,,,,,,,,memorial,bust,
5551410940,20.6781416,41.1753893,Разме Малески,,,,,,,,,,,,,,memorial,bust,
5551410941,20.6781067,41.1752843,Петре Гончески - Гиле,,,,,,,,,,,,,,memorial,bust,
5596272451,20.8033957,41.0592400,Св. Благовештение,,,,,,,,,,,,,,wayside_shrine,,
5699016423,21.0506131,41.0240503,Eтнолошки музеј,,Ethnographic museum,,,,,,,,,,,,,,
5711419372,21.4323793,41.9963577,Гоце Делчев,Гоце Делчев,Goce Delchev,,,,,,,,,,,,memorial,statue,
5722266446,21.9665342,42.1003011,Konjuh,,,,,,,,,,,,,,archaeological_site,,
5724919828,21.9658672,42.0949995,Rotonda Konjuh,,,,,,,,,,,,,,ruins,,
5724929432,21.9606298,42.0995746,Bosko Chapel,,,,,,,,,,,,,,wayside_shrine,,
5725139643,22.2898290,41.7995125,Bargala,,,,,,,,,,,,,,archaeological_site,,
5728312945,22.7542141,41.3825161,Roman Bathhouse,,,,,,,,,,,,,,archaeological_site,,
5812672954,21.4434502,42.0169571,Doma,,,,,,,,,,,,,,monument,,
5833918548,20.6527230,41.5939237,Museum of Galichnik's cultural heritage,,,,,,,,,,,,,,,,
5901740885,21.4319995,41.9952759,Спомен плоча на Мајка Тереза,,Mother Teresa Old House Place,,Skopje,,1000,,,,,,,,memorial,,
5926438456,20.8078335,41.1057278,Ард ден Долард,,Aard den Dolaard,Aard den Dolaard,,,,,,,,,,,memorial,plaque,
5932385385,21.4422187,41.9586160,Резиденцијата Главинов,Резиденција Главинов,Residence Glavinov,,,292 А,1000,Христо Татарчев,+38970403406,,24/7,,,,castle,,
6054048485,21.4306041,41.9957136,Методија Андонов - Ченто,,,Metodija Andonov - Čento Momument,,,,,,,,,,,memorial,statue,
6054048494,21.4293515,41.9950349,Споменик на Христо Узунов,,Statue of Hristo Uzunov,,,,,,,,,,,,,statue,
6136130985,20.9681527,41.9974433,terminal mitnitsa tetovo,,,,,,,,,,,,,,monument,,
6136130988,21.2926787,41.9885405,patarina-160,,,,,,,,,,,,,,monument,,
6337100523,21.9562049,41.8289715,Kanda - Geoglif Sv. Nikole,,,,,,,,,,,,,https://www.ancient-origins.net/news-history-archaeology/astronomical-alignment-geoglyph-republic-macedonia-020170,monument,,
6349721704,22.6569551,41.7213441,Споменик на Малешевскиот (Малешки) народноослободителен одред,,,,,,,,,,,,,,memorial,plaque,
6418857588,20.9282003,41.0043725,Кале,Кале,Kale,Kale,,,,,,,,,,,archaeological_site,,mk:Кале (Шурленци)
6471416045,22.5905605,41.9856377,Калата,Калата,Kalata,Kalata,,,,,,,,,,,archaeological_site,,mk:Калата
6535106716,21.6281720,41.6952366,Бањичко Кале,,Banjica Fortress,Banjichko Kale,,,,,,,,,,,archaeological_site,,mk:Бањичко Кале
6563726510,20.7630424,41.3747079,Mirče Acev Bataljon,,,,,,,,,,,,,https://en.m.wikipedia.org/wiki/People%27s_Liberation_Army_of_Macedonia,monument,,
6821158694,21.4307922,41.9943288,2 musicians and one dancing man,,,,,,,,,,,,,,memorial,,
6833101185,20.7956940,41.1120953,Коста Абраш,,,,,,,,,,,,,,memorial,stele,
6837039795,20.8071328,41.1124032,Henry Dunant,,,,,,,,,,,,,,memorial,,
6901630767,21.3684104,41.2754595,Љубе Грујоски,,Ljube Grujoski,,,,,,,,,,,,monument,,
7102244287,21.3865879,41.9989569,Galerija RA,,Gallery RA,,,94,1000,Војвода Васил Чакаларов,+389075435402,,Mo-Sa 10:00-20:00,,,,,,
7124138432,22.7227512,41.1857198,Споменик на Дојрана,,,,,,,,,,,,,,monument,,
7124138466,22.7233826,41.1825947,Чешма Света Петка,,,,,,,,,,,,,,monument,,
7473901313,20.7762352,41.1850048,AXX110 / RA-42390,,,,,,,,,,,,,,memorial,,
7473959214,21.6157628,41.9779001,PMK301 / PH-KXL,,,,,,,,,,,,,,memorial,aircraft,
7475537800,21.5605466,41.3724643,Дабнички масакр,,Masacre of Dabnica,,,,,,,,,,,,memorial,war_memorial,mk:Дабнички масакр
7504362426,21.6536957,41.2064953,Толе Паша,,Tole Pasha,,,,,,,,,,,,monument,,mk:Толе_Паша
7508523395,21.5476216,42.0224160,Ацо Ангеловски,,,,,,,,,,,,,,memorial,war_memorial,
7508523396,21.5480468,42.0225556,Кирил Петрушевски,,,,,,,,,,,,,,memorial,war_memorial,
7508523397,21.5486015,42.0227044,Ерол Готак,,,,,,,,,,,,,,memorial,war_memorial,
7564103281,21.1660504,41.9764851,Нане Наумоски,,,,,,,,,,,,,,memorial,war_memorial,
7564103282,21.1773385,41.9778470,Сашо Китаноски,,,,,,,,,,,,,,memorial,war_memorial,
7564103283,21.1679024,41.9775300,Бранко Секулоски,,,,,,,,,,,,,,memorial,war_memorial,
7564125585,21.1745241,41.9781971,Горан Миноски,,,,,,,,,,,,,,memorial,war_memorial,
7564125586,21.1713626,41.9778930,Марко Деспотоски,,,,,,,,,,,,,,memorial,war_memorial,
7564125587,21.1675604,41.9767167,Ердован Шабаноски,,,,,,,,,,,,,,memorial,war_memorial,
7564125588,21.1694976,41.9772958,Љубе Грујоски,,,,,,,,,,,,,,memorial,war_memorial,
7564125589,21.1717935,41.9770406,Дарко Велјаноски,,,,,,,,,,,,,,memorial,war_memorial,
7564125590,21.1747438,41.9767893,Веби Рушитоски,,,,,,,,,,,,,,memorial,war_memorial,
7564125591,21.1770879,41.9770420,Пеце Секулоски,,,,,,,,,,,,,,memorial,war_memorial,
7623493347,21.6256855,41.3575814,Карпалак,,,,,,,,,,,,,,memorial,plaque,
7626158209,22.0299137,41.4013924,Моклиште,,Moklishte,,,,,,,,,,,,,,mk:Моклиште (Кавадаречко)
7626158238,22.0284286,41.4014262,Масакр во Ваташа,,Vatasha Massacre,,,,,,,,,,,,memorial,war_memorial,mk:Масакр во Ваташа
7626874879,21.5583071,41.3428704,Пере Тошев,,Pere Toshev,,,,,,,,,,,,tomb,,
7771077503,20.8721449,41.4436592,Duko Tasev,,,,,,,,,,,,,,memorial,war_memorial,
7796229745,20.9229426,41.4831122,Гоце Делчев,,,,,,,,,,,,,,monument,,
7796229746,20.9222623,41.4835750,Христо Узунов,,Hristo Uzunov,,,,,,,,,,,,monument,,
7817956982,20.7949057,41.1150206,Горна Порта,,Upper Gate,Gorna Porta,,,,,,,,,,,city_gate,,
7826733791,20.9658462,41.4528994,Битката на Ѓурѓејца,,Battle of Gjurgjejca,,,,,,,,,,,,battlefield,,
7833094677,21.9420620,41.8646892,Споменик Св. Никола,,Monument of St. Nicholas,,,,,,,,,,,,monument,,
7833095397,21.9410121,41.8644645,Споменик „Лазар Колишевски“,,,,,,,,,,,,,,monument,,
7836134125,21.9386585,41.8627557,Св. Илија,,,,,,,,,,,,,,memorial,,
7947878810,22.4127780,41.9156602,Споменик на Никола Карев,,Monument to Nikola Karev,,,,,,,,,,,,monument,,
8048135011,21.5629735,41.3464944,Кире Гаврилоски-Јане / Круме Волнароски-Коља,,Kire Gavriloski-Jane / Krume Volnaroski-Kolja,,,,,,,,,,,,memorial,war_memorial,
8063563409,21.5572532,41.3421058,Александар Македонски,,Alexander The Great,,,,,,,,,,,,memorial,plaque,
8069229451,21.2497380,41.3677912,Биста на Манчу Матак,,Bust of Manču Matak,,,,,,,,,,,,,bust,
8193704891,21.2464617,41.3761727,Мирослав Јоксимовиќ,Мирослав Јоксимовиќ,Miroslav Joksimovikj,,,,,,,,,,,,memorial,plaque,
8279921462,21.2488407,41.3653786,Кица Петрески,,Kica Petreski,,,,,,,,,,,,monument,,
8357393477,21.7169604,41.2058438,Градот,,Gradot,,,,,,,,,,,,,,
8402562316,21.6650899,41.8668125,VAM-304,,,,,,,,,,,,,,monument,,
8402601134,22.6491133,41.4498577,МАР-7712,,,,,,,,,,,,,,monument,,
8412381211,20.6489384,41.3660450,1. Бригада,1. Бригада,1st Brigade,,,,,,,,,,,,memorial,,mk:Прва македонска ударна бригада
8433354043,21.4292436,41.9998632,Ослободителите на Скопје,,Monument to the Liberators of Skopje,,,,,,,,,,,,monument,,
8534237588,21.5549177,41.3435127,08.12.1941,,,,,,,,,,,,,,memorial,plaque,
8677386085,20.9185104,42.0673767,Вејце,,,,,,,,,,,,,,monument,,
8880547039,21.4485415,41.9998618,Генерал Михаило Апостолски,,,,,,,,,,,,,,monument,,
8883349543,21.4506665,41.9988251,Генерал Михајло Апостолски,Генерал Михајло Апостолски,,General Mihajlo Apostolski,,,,,,,,,,,memorial,statue,
8883349544,21.4412009,41.9960184,Krste Petkov Misirkov,Крсте Петков Мисирков,,,,,,,,,,,,,monument,,
8883349545,21.4408764,41.9960802,Blaže Koneski,Блаже Конески,,,,,,,,,,,,,monument,,
8901338318,21.0216359,41.6560282,Sultana,,,,,,,,,,,,,,memorial,,
8901338319,20.8817320,41.7192252,Xhemë Hasa,,,,,,,,,,,,,,memorial,,
8901349094,20.9510739,41.5964956,Albanian Mother,,,,,,,,,,,,,,memorial,,
8944545329,21.3208996,41.0108476,Св. Георгиј,Св. Георгиј,St. George,,,,,,,,,,,,wayside_shrine,,
8951219184,20.7993330,41.1119818,Фаќач на чесниот крст,Фаќач на чесниот крст,,,,,,,,,,,,,monument,,
9026624343,21.4326511,41.9945304,Павел Шатев,,Pavel Šatev,,,,,,,,,,,,monument,,
9078062189,21.4332709,41.9937260,Невена Георгиева-Дуња,,,,,,,,,,,,,,memorial,statue,
9080920713,21.0288552,42.0640097,Ѓоко Лазаревски,,Gjoko Lazarevski,,,,,,,,,,,,monument,,
9080921338,21.0272120,42.0700178,Теодорит,,,,,,,,,,,,,,tomb,,
9086030878,21.0282911,42.0669654,Кирил Пејчиновиќ-Тетоец,,Kiril Pejchinovikj-Tetoec,,,,,,,,,,,,tomb,,
9086030879,21.0285176,42.0668701,Загинати Лешочани во војните 1903-2001,,,,,,,,,,,,,,monument,,
9200215821,20.7982760,41.1141534,Нада Филева,,Nada Fileva,,,,,,,,,,,,memorial,,
9200216569,21.4185013,42.0043082,Dane kraptzew,,,,,,,,,,,,,,memorial,,
9241877277,22.6364291,41.4354106,Museum Strumica,,,,,,,,,,,,,,,,
9241915460,22.5220207,41.1488082,Vardarski Rid,,,,,,,,,,,,,,,,
9269907745,21.4296159,41.9918182,Атентат на Киро Глигоров,,Atentat of Kiro Gligorov,,,,,,,,,,,,memorial,plaque,
9633312940,21.6070578,41.3643261,Св. Петка,,St. Parascheva,,,,,,,,,,,,wayside_shrine,,
9653138816,21.3293819,41.0188580,Ф-86Е,,F-86E,,,,,,,,,,ВВС на СФРЈ,,aircraft,,en:F-86
9653178117,21.3292773,41.0186718,Ф-86Д,,F-86D,,,,,,,,,,ВВС на СФРЈ,,aircraft,,en:F-86
9661472617,22.4105061,41.9135927,Браќата Просветители Св. Кирил и Методиј,,,,,,,,,,,,,,monument,,
9661483288,22.4106120,41.9143473,Љупчо Сантов,,,,,,,,,,,,,,monument,,
9663795290,21.4572557,41.2045110,Братска гробница,,,,,,,,,,,,,,tomb,,
9673875423,21.6216919,41.9755167,Сухои Су-25УБ,,Sukhoi Su25UB,,,,,,,,,,ВВС на Македонија,,aircraft,,mk:Сухој Су-25
9673875424,21.6219516,41.9754577,Сухои Су-25К,,Sukhoi Su25K,,,,,,,,,,ВВС на Македонија,,aircraft,,mk:Сухој Су-25
9673875425,21.6221983,41.9753556,Сухои Су-25К,,Sukhoi Su25K,,,,,,,,,,ВВС на Македонија,,aircraft,,mk:Сухој Су-25
9673875426,21.6224322,41.9752870,Сухои Су-25К,,Sukhoi Su25K,,,,,,,,,,ВВС на Македонија,,aircraft,,mk:Сухој Су-25
9723408984,21.6200758,41.4286415,Игуменија Катерина,,,,,,,,,,,,,,tomb,,
9927105104,20.8835051,41.8783510,Naser Ademi,,,,,,,,,,,,,,monument,,
9927105105,20.8834670,41.8782156,Deshmoret e Ushtrise Clirimtare Kombetare,,,,,,,,,,,,,,monument,,
9945894317,20.7970433,41.1123275,House of Lambeski,,,,,,,,,,,,,,,,
10006874002,22.1778987,42.0001506,Јаким Д Стојковски,,,,,,,,,,,,,,memorial,bust,
10173766195,22.5027575,41.8768098,Viničko Kale,,,,,,,,,,,,,,castle,,
10204019571,20.6778798,41.1757975,Нико Нестор-Дживджан,,,,,,,,,,,,,,memorial,bust,
10204019572,20.6791018,41.1756353,Дрини дент,,,Drini dent,,,,,+389 46 781 143,,Mo-Fr 10:00-17:00; Sa 09:00-14;00,,,,memorial,,
10733732764,21.3631045,42.0080767,99.4-025,,,,,,,,,,,,,,locomotive,,
